filename,start,desc,split
MAqLrKdONiM,30,playing french horn,test
MAr-k9ZO3eA,30,playing harpsichord,test
MAujImtP1mg,200,"race car, auto racing",train
MAujzrodH74,43,airplane flyby,train
MAuyMZUXUNM,150,playing saxophone,train
MAxMAAJzDw4,102,playing squash,train
MB-84ZoHfG4,30,"pigeon, dove cooing",train
MB-JK4sOOI4,30,church bell ringing,train
MB2KS0pl6hI,30,playing hammond organ,train
MB3KIY6mtk4,54,singing bowl,train
MBICpOiWZks,14,forging swords,train
MBJmG5rkukQ,30,sheep bleating,train
MBK6M6o_nR4,21,yodelling,train
MBK6j2vMMEY,9,elephant trumpeting,train
MBR4cn2flRU,11,playing cello,train
MBRmjThZops,0,police car (siren),test
MBVmnJ7b1rE,10,dog barking,train
MBXb4BtDU5U,170,chainsawing trees,train
MBY1fyppNt0,10,chicken crowing,train
MBa39Zxkvls,16,goose honking,train
MBbp3Jb5_vM,28,playing glockenspiel,train
MBbx5d02zNU,280,playing electronic organ,train
MBdhzEaXrpo,320,"female speech, woman speaking",train
MBeX4ID3Pek,29,playing tympani,train
MBlF43Ju_DU,20,ambulance siren,train
MBlWK7fmXhM,60,playing accordion,train
MBpo7SjWMLk,57,playing tennis,test
MBqvro5Y6j0,80,fireworks banging,train
MBuKuV7vkdM,160,playing piano,train
MBvihdiKI9g,68,playing table tennis,train
MBwX8UvrOzY,117,playing zither,train
MBwX8UvrOzY,137,playing zither,train
MC-nspGMkvw,20,helicopter,train
MC4aPzsSME8,30,fireworks banging,train
MC7Fn99OG14,143,playing harp,train
MC8C3tU8E0g,10,playing electronic organ,train
MCAaYu2AK_w,30,"ice cream truck, ice cream van",train
MCC8ngah0SU,96,playing zither,train
MCCWmrCpQ2g,12,"playing steel guitar, slide guitar",train
MCCvmWstdiE,280,playing trombone,train
MCHznzJHff4,288,lathe spinning,train
MCMw7tht96I,30,playing harpsichord,train
MCNLP7g5NQg,20,playing acoustic guitar,train
MCSjk_wla0c,24,black capped chickadee calling,train
MCTut1RM9ws,165,playing djembe,train
MCWLbzYLwbY,230,playing didgeridoo,train
MCa8xcBlBe8,30,fireworks banging,test
MCkQ9sVaOhw,10,bird wings flapping,test
MCkeg99jQZQ,37,playing ukulele,train
MCkeg99jQZQ,84,playing ukulele,train
MCoqUq87RTA,58,playing timpani,train
MCoqUq87RTA,87,playing timpani,train
MCrEB5CvCJE,19,people booing,train
MCuLb2oYMII,40,playing banjo,train
MCvQcw7F6a8,210,playing drum kit,train
MCyBZfNF05U,9,playing guiro,train
MCzczL9r3jo,110,mosquito buzzing,test
MD-f1gSgOuQ,42,playing badminton,train
MD0yEBtvgZc,80,playing banjo,train
MD78tY6cz2I,22,dog barking,train
MD78tY6cz2I,33,dog barking,train
MD8bEc8PiRg,47,"playing steel guitar, slide guitar",train
MDEDw8FekN8,95,scuba diving,train
MDF0MLES-mM,152,pheasant crowing,train
MDH0C1sPkHw,130,"playing violin, fiddle",train
MDKYIWXcpB4,7,dog growling,train
MDKYIWXcpB4,45,dog growling,train
MDOxKJjLIQ4,310,using sewing machines,test
MDW4Id2WTHQ,17,playing tympani,train
MDWGGVmmRzk,20,toilet flushing,train
MDa1ZVdDz2Y,60,splashing water,test
MDrIekFJDbE,47,playing volleyball,train
MDvCAjl4FlU,80,"race car, auto racing",train
ME4IpSPjf7A,30,wind rustling leaves,train
ME4kkHoKDYs,54,playing tabla,train
ME7TYB3B27o,40,"cattle, bovinae cowbell",test
ME9tNRPgCGc,30,skidding,train
MEGUE5h0-s0,250,stream burbling,train
MEGda9OcMBg,292,"playing steel guitar, slide guitar",train
MELH61KlXAg,30,printer printing,train
MENLaOTQn_E,60,duck quacking,train
MEPHbDQj5NU,13,playing washboard,train
MEPHbDQj5NU,122,playing washboard,train
MEUGluZmMYM,20,mouse squeaking,train
MEUMSMGZDXw,18,playing badminton,train
MEUcv-QM0cQ,30,fire truck siren,test
MEXwQs0d2Ek,76,francolin calling,train
MEXwQs0d2Ek,282,francolin calling,train
MEct8jXC6Xg,3,playing electric guitar,train
MEmnsi7_KH4,17,mouse clicking,train
MEmzwSop7vE,60,playing flute,train
MEojb_H-730,420,playing trumpet,train
MEp8J9v7rMk,0,baby laughter,train
MEp8J9v7rMk,10,baby laughter,train
MF01pvL7Z5Q,1,playing cornet,train
MF66c61kLNE,30,cat meowing,train
MF6bPD-WYMg,10,fireworks banging,train
MF7eP8ILd_k,0,lawn mowing,train
MF88IYF2MHY,0,cat caterwauling,test
MFAmvXBkhTs,30,police car (siren),train
MFEKBvUueY4,0,driving motorcycle,train
MFEhejrPVmw,40,dog barking,train
MFM-2PAKVF0,6,playing timbales,train
MFM-2PAKVF0,38,playing timbales,train
MFOEaJL-1fE,30,playing flute,train
MFPSrq76PM8,50,chainsawing trees,train
MFSi24fdEHQ,148,"playing steel guitar, slide guitar",train
MFUJtXRVUfc,9,civil defense siren,train
MF_rIhB43bg,34,francolin calling,train
MFaRhAq2JLw,10,baby crying,train
MFcbOhT8kEg,2,playing congas,train
MFdWAVkZihs,20,helicopter,train
MFm2C-ve7qw,30,playing french horn,test
MFmWiYDoX38,30,playing cymbal,train
MFpNIROZFe4,30,playing harp,train
MFrKd51cPSg,75,bull bellowing,train
MFrKd51cPSg,86,bull bellowing,train
MFvrhmaPjzQ,681,people marching,train
MFvrhmaPjzQ,964,people marching,train
MG0zfBVzAsk,257,playing cornet,train
MG5Po9D5gKs,28,baltimore oriole calling,train
MG5Po9D5gKs,944,baltimore oriole calling,train
MG5YlRKiX2M,420,playing hammond organ,train
MG6mKBO3E_I,30,playing vibraphone,train
MGAQeovBmuE,20,playing trombone,train
MGCR4fAle2w,54,swimming,train
MGHr3iP1o-E,174,cap gun shooting,train
MGKeLasQlVk,330,playing bass guitar,train
MGVpwhO1qMI,32,playing squash,train
MG_SfVPSgMk,118,"playing steel guitar, slide guitar",train
MG_SfVPSgMk,133,"playing steel guitar, slide guitar",train
MGaM-X5x8H4,8,airplane flyby,train
MGePrjhGlIk,30,"pigeon, dove cooing",train
MGjR2zgbstI,5,playing hammond organ,train
MGmtyU2P5l8,0,splashing water,train
MGnItgaw4vw,10,black capped chickadee calling,train
MGuyIHXGseM,35,popping popcorn,test
MGxy0Y8SakA,129,beat boxing,train
MH1MqlYsIKc,1,playing tabla,train
MH1MqlYsIKc,37,playing tabla,train
MH2xwQLsUJI,9,lighting firecrackers,train
MH2xwQLsUJI,39,lighting firecrackers,train
MHAYFT28nV0,30,playing snare drum,train
MHAZd_4Ww0Y,24,warbler chirping,train
MHB0W5qJHzk,250,orchestra,train
MHKs4ulWAvI,215,playing table tennis,train
MHNATdBHPGY,270,playing synthesizer,train
MHQg-o5ZAmg,19,"vehicle horn, car horn, honking",train
MHa0HKSzgwE,5,playing squash,test
MHbf98SZhhI,841,forging swords,train
MHbf98SZhhI,857,forging swords,train
MHcWow3kcCs,60,playing banjo,train
MHds4ABGy_I,115,playing accordion,train
MHezonAYy9A,30,"motorboat, speedboat acceleration",train
MHkzwO3GKw8,20,playing harp,train
MHpVDsxT93c,90,basketball bounce,train
MHpVDsxT93c,106,basketball bounce,train
MHr8Jvx5aoI,2,"cattle, bovinae cowbell",train
MHr8Jvx5aoI,25,"cattle, bovinae cowbell",train
MHsRa_x7fpA,29,chainsawing trees,train
MHuITs1e-5I,44,playing bugle,train
MHy6atcu4zs,13,dog growling,train
MI1lgCg3YpQ,136,playing didgeridoo,train
MI2ybOGJzXo,36,tap dancing,train
MIK-lTPhEtw,30,duck quacking,train
MILB0ojcL-o,68,playing trombone,train
MILB0ojcL-o,84,playing trombone,train
MISZHZTjfuw,61,alarm clock ringing,train
MIYBdV60ZIc,30,playing piano,train
MI_TK1ELZk8,39,playing darts,train
MIbtv3lms8Q,30,"motorboat, speedboat acceleration",train
MIhxn88-8FY,3,mosquito buzzing,train
MIj9l8N27wY,25,missile launch,train
MIp8Urq0NBU,20,playing hammond organ,train
MIx6I90Y-LU,15,cap gun shooting,train
MIx_gbyG5CM,6,volcano explosion,train
MIx_gbyG5CM,31,volcano explosion,train
MJ-wuiqNzv0,0,police car (siren),train
MJAizVcs_gY,22,playing squash,train
MJDLONul7IA,160,playing drum kit,train
MJEKrMdCW2w,80,people babbling,train
MJEuGgSzeEE,43,playing didgeridoo,train
MJOnx-9jMjI,554,skateboarding,train
MJ_c8Bqk3Rw,30,playing trumpet,train
MJpuDZxhNws,24,skiing,test
MJrXhgLwwp0,30,"pigeon, dove cooing",train
MJrzF-7e2IA,10,splashing water,train
MJvnafni__4,0,"bird chirping, tweeting",train
MJyL-OTTT78,50,people sobbing,train
MK-22azXvY0,80,orchestra,train
MK7OIYV8ML8,40,"race car, auto racing",train
MK8Ho-d4Hqc,30,"race car, auto racing",train
MKB_BmZSvqw,40,playing saxophone,train
MKEP6WhrvYg,13,"cattle, bovinae cowbell",train
MKH5kqirNY8,19,hail,train
MKH5kqirNY8,42,hail,train
MKQWCVr4q8g,27,playing zither,train
MKQWCVr4q8g,46,playing zither,train
MKS_SPDcaRU,163,playing volleyball,train
MKXpiFZFcUM,54,playing double bass,train
MKXpiFZFcUM,100,playing double bass,train
MKcdqW9AAXs,150,playing electric guitar,train
MKeuXUprnfw,61,smoke detector beeping,train
MKfhI4Zlgj4,11,"engine accelerating, revving, vroom",train
MKocTMZZnTs,40,"male speech, man speaking",test
MKtmTL61HX8,12,dog howling,train
MKzBNrmcwHE,40,"motorboat, speedboat acceleration",train
MKzKTIEjbO8,0,driving motorcycle,train
MKzQMsNp2PY,29,playing theremin,train
MKzQMsNp2PY,94,playing theremin,train
ML0uOLoXHFc,16,goose honking,train
ML66Le-Zf78,0,lions roaring,train
ML66Le-Zf78,25,lions roaring,train
ML7FojlK3jo,10,fireworks banging,train
MLESi_Rqwiw,21,mynah bird singing,train
MLESi_Rqwiw,88,mynah bird singing,train
MLElJRdcIDY,20,playing bagpipes,train
MLFBpDH5dMM,10,playing drum kit,train
MLIqLt475Bw,97,cat purring,train
MLIqLt475Bw,108,cat purring,train
MLJzHwcECZs,74,skiing,train
MLK8yDZ6o9A,251,playing tympani,train
MLMRHScRnhs,42,gibbon howling,test
MLRF4jaQq-w,110,playing banjo,train
MLYaxnJOfco,30,duck quacking,train
MLZ_o2stcLw,20,playing drum kit,train
MLbAJtqdG-I,52,playing steelpan,train
MLh8iiJgFZs,216,planing timber,train
MLh8iiJgFZs,227,planing timber,train
MLnh7GfXXYM,65,cricket chirping,train
MLnq3WOdlgs,230,church bell ringing,train
MLpeo_X06FU,33,underwater bubbling,train
MLpeo_X06FU,44,underwater bubbling,train
MLuTS53-4Gc,79,playing tambourine,train
MLxdreyjd54,375,playing erhu,train
MLxdreyjd54,389,playing erhu,train
MM-bVAblNHs,198,mynah bird singing,train
MM0sn9Efq2A,212,playing hammond organ,train
MM6DTFoesew,7,playing squash,train
MM754Sj7Y20,19,"engine accelerating, revving, vroom",train
MM8g2yMwcXE,60,toilet flushing,train
MM8ieQ5u2Hk,3,playing badminton,train
MM919r_fU3I,150,driving motorcycle,train
MM9KDPTBo-s,2,baby babbling,train
MMB-vKPWadU,401,playing table tennis,train
MMBEDuEmNMo,151,train whistling,train
MMFjRD-RUdU,160,playing piano,train
MMJRk_cGwDg,93,reversing beeps,train
MMJRk_cGwDg,187,reversing beeps,train
MMQL7BIzzXo,0,chicken crowing,train
MMSEW658XRM,50,"race car, auto racing",train
MMTvsiahcsc,2,fire crackling,train
MMUQckEa_ME,30,turkey gobbling,test
MMbA6h8apf4,220,machine gun shooting,train
MMbnehN8iNs,30,"pigeon, dove cooing",train
MMcIAn91Zrc,5,wind chime,test
MMjEIFDYQvc,98,yodelling,train
MMjEIFDYQvc,117,yodelling,train
MMoFRoRCFrM,62,vacuum cleaner cleaning floors,train
MMoFRoRCFrM,77,vacuum cleaner cleaning floors,train
MMu4fMyOvuE,220,people crowd,train
MMucG31g4og,470,playing flute,train
MMul9mjuboY,40,"railroad car, train wagon",train
MMzui9B5kXg,30,playing flute,train
MN-NfHbxdQE,107,playing tympani,test
MN4D-0ukfJY,1,hammering nails,train
MN4D-0ukfJY,11,hammering nails,train
MN56LjjbB8k,18,playing glockenspiel,test
MN6bkbOPB0o,102,car engine idling,train
MN7F9kqUeRk,410,playing vibraphone,train
MNEuyIAtj3U,172,cow lowing,test
MNJl29wscDQ,5,lions growling,train
MNP4OL70WNQ,30,lawn mowing,train
MNR6OkOMF14,0,underwater bubbling,train
MNSRBa4kaf8,50,printer printing,train
MNXrgwjf4CY,356,chopping wood,test
MNYUKikYNvc,15,dog howling,train
MNYUKikYNvc,38,dog howling,train
MNZfV3fxWBI,40,sheep bleating,train
MNZgKyCnKlY,350,telephone bell ringing,train
MN_JuWJ3jYE,50,playing electric guitar,train
MNbRj2qJQuM,30,playing banjo,train
MNgWQJ8Ugmk,10,stream burbling,train
MNhse4Q3JGM,221,playing didgeridoo,train
MNkBaKb6IcI,565,playing harp,train
MNmSMhjYLs8,14,playing glockenspiel,train
MNmSMhjYLs8,62,playing glockenspiel,train
MNnogKQYh78,270,thunder,train
MNptHL4Bn4k,90,printer printing,train
MNsQzMFz7_k,208,playing washboard,train
MNsQzMFz7_k,372,playing washboard,train
MNvEsayOfnA,8,dog growling,train
MNvEsayOfnA,19,dog growling,train
MO016m1JHFI,8,playing piano,train
MO2sYpqteQk,30,"pigeon, dove cooing",train
MO6vQZrz1_M,325,people slurping,train
MOE-FqxfnJk,119,playing gong,train
MOE-FqxfnJk,184,playing gong,train
MOG1EzzM2IA,935,people whistling,train
MOJ_XL8jXgU,501,toilet flushing,train
MOMJpUOkYgA,30,snake rattling,train
MOMqco6mO30,30,people sniggering,train
MOOHvvxeJ90,80,using sewing machines,train
MOQ9XfVc54A,110,cat growling,train
MOUIhPB365c,30,wind noise,train
MO__hCCvmUk,1,playing badminton,train
MObnJSvH7TU,30,playing banjo,train
MOcRvP3i5Vc,32,driving snowmobile,train
MOe28qaQUOQ,13,frog croaking,train
MOgKZR-Rmgo,6,splashing water,train
MOvXMi-pJ8I,50,"ice cream truck, ice cream van",train
MP0zCsnIKbs,190,playing bassoon,train
MP3xQWyapDI,39,playing synthesizer,train
MP6xL1x98G4,108,playing theremin,train
MPC5L1pCM5s,108,francolin calling,train
MPC5L1pCM5s,127,francolin calling,train
MPW-geOjDG4,197,tap dancing,test
MPe6ztPtF0Y,30,playing acoustic guitar,test
MPfnSaOw-kU,40,machine gun shooting,train
MPqru_ruKxo,109,driving snowmobile,train
MPtHe2WVUG0,47,playing snare drum,train
MPtHe2WVUG0,161,playing snare drum,train
MPypW5ZffzY,50,playing cymbal,train
MQ2kTI9oLkg,133,basketball bounce,train
MQ2kTI9oLkg,180,basketball bounce,train
MQ6b3LIQC3g,117,cap gun shooting,train
MQ8svM3S9t0,102,playing harpsichord,train
MQ8svM3S9t0,243,playing harpsichord,train
MQ9klWTwbbI,110,people sobbing,train
MQJccVBY4MY,0,raining,train
MQPNvRDVuUs,100,playing french horn,train
MQPggq37uX8,3,scuba diving,train
MQPggq37uX8,30,scuba diving,train
MQPsGHsZLnI,96,playing cymbal,train
MQTw8tsFBTM,5,"pigeon, dove cooing",train
MQWpXS_hJgA,70,playing piano,train
MQa-urj2M0U,170,playing flute,train
MQa47ICQHgs,315,opening or closing drawers,train
MQcJWqlpiFo,11,bull bellowing,train
MQcOCBe870I,28,scuba diving,train
MQcOCBe870I,53,scuba diving,train
MQcS6DqCjKQ,30,playing vibraphone,train
MQjxYhhhAIU,70,"race car, auto racing",train
MQk9LHPadjc,24,scuba diving,train
MQk9LHPadjc,50,scuba diving,train
MQkJJiM1n58,20,scuba diving,test
MQnU80z-pQA,40,using sewing machines,train
MQoBxMoCwNs,4,woodpecker pecking tree,train
MQris4i9o6c,30,chicken clucking,train
MQtCM2eWpXs,0,splashing water,train
MQtoz5DX0pw,0,chainsawing trees,train
MQxlcQr7j1A,10,baby crying,train
MR0sBRxEmk0,0,chicken clucking,train
MR0uqiZWQXQ,210,fireworks banging,train
MR2v2wNSiH8,420,orchestra,train
MRAQ8FyZpkQ,13,playing hockey,train
MRGFUrg1pd4,19,magpie calling,train
MRHsr-C7c9k,90,"race car, auto racing",train
MRMgeULTDso,30,police car (siren),train
MRObJ6HI-gs,180,"playing marimba, xylophone",train
MRWHn2TG6h8,71,playing volleyball,train
MRaKYkOfKDw,9,people booing,train
MRdIB6BqNuw,40,playing harp,train
MRfWuurA5YY,27,horse clip-clop,train
MRiPIWYhZuU,50,people crowd,train
MRnpKEhDQNE,10,dog howling,test
MRoPGplsR0o,10,playing timpani,train
MRoPGplsR0o,106,playing timpani,train
MRt_i6-o-Gw,30,playing vibraphone,train
MRuLtJzoUTw,30,printer printing,train
MRy9OWS-hL0,0,playing badminton,train
MS-IJrai-Mk,80,fireworks banging,train
MS1MKQj2L5o,20,helicopter,train
MS1U-dCigxI,30,orchestra,train
MS30QIfCMjE,190,orchestra,train
MS7qdoXghiY,37,"bee, wasp, etc. buzzing",train
MS7qdoXghiY,92,"bee, wasp, etc. buzzing",train
MS9eyI2nmK8,58,lathe spinning,train
MSDd1LxNV-Q,10,toilet flushing,train
MSH0GwZj8BI,85,machine gun shooting,train
MSH0GwZj8BI,189,machine gun shooting,train
MSOcuE3pHqE,190,stream burbling,train
MSR_ONjR7fw,280,people whispering,train
MSSXU2oUydk,14,lions roaring,train
MSSXU2oUydk,24,lions roaring,train
MSWbH1VzjXg,654,arc welding,train
MSZry-BWyks,127,playing erhu,train
MSZry-BWyks,160,playing erhu,train
MScGcBjNoL0,30,playing piano,train
MSdSPgaKMv4,50,cattle mooing,train
MSoNO0bcWhs,0,people belly laughing,train
MSq8Lt8UIv4,30,horse clip-clop,train
MSqRrbmZWdc,0,car engine starting,train
MStmrPtlnR0,171,playing bass guitar,train
MSuQ8DH5Enc,77,planing timber,train
MSxmUaGlK6E,137,playing bass drum,train
MT-tMyUbijY,5,"fly, housefly buzzing",train
MT6Odyb4acA,64,"alligators, crocodiles hissing",train
MT6Odyb4acA,96,"alligators, crocodiles hissing",train
MTD6-1mrtP8,229,owl hooting,train
MTDR8ALMDco,410,train whistling,train
MTGoWjhe46g,30,machine gun shooting,train
MTIF_l_8d4Q,0,people sobbing,train
MTL8-cVoP64,169,machine gun shooting,train
MTTBJaElCCY,30,playing banjo,train
MTUM74Fz5lo,30,police car (siren),train
MT_TpWVeVQk,30,"child speech, kid speaking",train
MTaGPbG1aCM,328,mouse clicking,train
MTanYXO51lA,80,toilet flushing,train
MToZPtAjm2c,373,lathe spinning,train
MTojyhiHCcE,81,playing didgeridoo,train
MTpldq2GEY8,24,car engine knocking,train
MTtWX1Tm1S8,3,"playing steel guitar, slide guitar",train
MTtWX1Tm1S8,15,"playing steel guitar, slide guitar",train
MTus6p-Im5g,64,tap dancing,train
MTvPyRwzzko,80,fireworks banging,train
MTzP5GuHQRI,51,fire truck siren,train
MU0hzql664M,30,"playing violin, fiddle",train
MU1CbyoeMfY,61,playing harpsichord,train
MU1CbyoeMfY,269,playing harpsichord,train
MU1NcKt8O4w,30,playing accordion,train
MU2DSS1m9m4,49,"electric shaver, electric razor shaving",train
MU6V78mysgQ,56,playing snare drum,train
MU8Uiv2rYsM,74,lighting firecrackers,train
MU99JIYhvGA,12,frog croaking,train
MU99JIYhvGA,22,frog croaking,train
MUAXuelXJ0A,10,car engine starting,train
MUBRGZZIxUc,530,fireworks banging,train
MUGf2TEbPfw,68,playing french horn,train
MUJmWnjGEBk,0,dog howling,test
MUPayTxCSFw,0,goat bleating,train
MUPayTxCSFw,43,goat bleating,train
MUQ7z_NKWD0,403,ice cracking,train
MURfGUHNyNA,30,"pigeon, dove cooing",train
MUS3o_lBX6E,20,"child speech, kid speaking",train
MUWFIMX5azw,31,train whistling,train
MUWFIMX5azw,53,train whistling,train
MUXASTFxsds,20,"race car, auto racing",train
MUa5SVsbp_M,20,"bee, wasp, etc. buzzing",train
MUcwm720oM0,175,lighting firecrackers,train
MUfK-F-xbU8,30,"playing violin, fiddle",train
MUhlTa6fvm4,110,"pigeon, dove cooing",train
MUm2xdBsyMI,177,canary calling,train
MUm2xdBsyMI,211,canary calling,train
MUmLR8cyg-E,21,frog croaking,train
MUmLR8cyg-E,63,frog croaking,train
MUrZExMV1R0,39,"playing steel guitar, slide guitar",train
MUtpqKfatIE,30,horse clip-clop,train
MUumU2VEZuQ,580,people crowd,train
MUuo495CdA0,30,train horning,train
MUwh8hHnigg,6,underwater bubbling,train
MUwh8hHnigg,17,underwater bubbling,train
MV-PoLxtL0o,15,civil defense siren,train
MV1qOqhaLXk,16,playing table tennis,test
MV3oOUCBNWM,439,playing snare drum,test
MV6-aXoxqFc,96,cat growling,train
MV74Z_AJyAo,10,playing synthesizer,train
MV74Z_AJyAo,202,playing synthesizer,train
MVDGpFGKQqs,390,people belly laughing,train
MVDjfs-fK0Y,40,"playing violin, fiddle",train
MVErElIyNOU,160,dog baying,train
MVErElIyNOU,207,dog baying,train
MVHYpcQp9TE,21,playing erhu,train
MVM5RlkTh6E,30,ambulance siren,test
MVRUgCHoGg4,43,woodpecker pecking tree,test
MVVVffbN-yw,30,"pigeon, dove cooing",train
MVbYOkA_vnA,510,driving motorcycle,train
MVjeqnWnt8s,5,owl hooting,train
MVjktWaBdWg,10,"bird chirping, tweeting",train
MVmJujaAocY,30,baby crying,train
MVrm3R2vgGo,30,playing hammond organ,train
MVtKUcTjzVQ,0,"engine accelerating, revving, vroom",train
MVwy9w93LmE,220,playing drum kit,train
MW18di2WhL4,87,playing flute,train
MW1TsuXzkY4,10,playing glockenspiel,train
MW1TsuXzkY4,22,playing glockenspiel,train
MW45VBj-14E,30,playing flute,train
MW5na4Yu97g,95,playing volleyball,train
MW8x89XNR5Q,47,playing table tennis,train
MWBvaC4u60A,30,"playing violin, fiddle",train
MWE5Rjht178,156,plastic bottle crushing,test
MWFvxSXIGHs,597,child singing,train
MWGtpz_XL-4,30,"engine accelerating, revving, vroom",train
MWL1Vm7DZG4,30,"motorboat, speedboat acceleration",train
MWN0T8-x_cg,151,arc welding,train
MWODeQJ5wYQ,0,playing clarinet,train
MW_qtWvHtT8,30,playing bass drum,train
MW_uh8_uMaI,30,sailing,train
MWbr9K1V1_o,136,squishing water,train
MWc4s4LWJXc,50,orchestra,train
MWmA7X7crmk,30,orchestra,train
MWoK4Wyrzy0,103,skiing,train
MWoNfQzHUFc,140,playing cymbal,train
MWopgb0XY34,30,"playing violin, fiddle",train
MWsPUFmT0hI,30,toilet flushing,train
MWvpipcNaHA,167,playing tympani,train
MWvpipcNaHA,205,playing tympani,train
MWyNhlGiF6s,20,playing bass guitar,train
MX0EfdSVaB8,17,dog howling,train
MX0mj0mzZ8s,30,"playing violin, fiddle",train
MX3pWUmr-ak,72,scuba diving,train
MX3pWUmr-ak,90,scuba diving,train
MXQV6FHa_MM,50,"child speech, kid speaking",train
MXVL_C3o1Lc,80,playing hammond organ,train
MXXIRH0sE0s,25,cattle mooing,train
MXZ2ShPfo90,30,car passing by,train
MXoUiFrXVak,11,"electric shaver, electric razor shaving",test
MXrgKeMxjEw,196,lighting firecrackers,train
MXrgKeMxjEw,247,lighting firecrackers,train
MXt20EKY8nM,6,"engine accelerating, revving, vroom",train
MXtIsfktzdI,120,"playing marimba, xylophone",train
MXtktxGEdOY,49,"playing steel guitar, slide guitar",train
MXtktxGEdOY,105,"playing steel guitar, slide guitar",train
MY-bxnrlbYE,39,train horning,train
MY0PsDE3xHs,30,"male speech, man speaking",test
MY19seQZndY,26,people booing,train
MYEkC3f3AdE,30,goose honking,test
MYHtJ7_Cn9k,150,people clapping,train
MYIiX92Ojf4,0,stream burbling,train
MYJsdJqCSVo,30,chainsawing trees,train
MYZE6-V3G_w,450,"rowboat, canoe, kayak rowing",train
MYar_akilWY,72,vacuum cleaner cleaning floors,train
MYqjS0MtMAI,227,playing darts,train
MYsN37I-lfQ,12,playing badminton,test
MYtE3y3xDfU,10,toilet flushing,train
MYxmiVKdL3w,150,bird squawking,test
MYy1ALHehVM,510,"child speech, kid speaking",train
MYyP6byWZ0A,400,bull bellowing,train
MYyP6byWZ0A,484,bull bellowing,train
MZ50nID019g,14,fireworks banging,train
MZ7yHPG9ThU,17,people humming,test
MZDEXerq40Q,198,skiing,train
MZDEeV-tueA,240,driving buses,train
MZFFWT9yS68,9,baby laughter,train
MZFFWT9yS68,24,baby laughter,train
MZG6s6XhMjQ,4,pheasant crowing,train
MZLpsYmqm_s,10,playing trumpet,train
MZO_opa9rxI,30,playing clarinet,train
MZTcAV-VIvs,10,playing saxophone,test
MZUVuJCIZhc,30,playing drum kit,train
MZVInVyY90o,20,lawn mowing,train
MZaGcpJP8yY,30,train whistling,train
MZeEymLfyDM,470,fireworks banging,train
MZhYRnbyNjw,278,playing table tennis,train
MZhiYTwsqbE,30,duck quacking,train
MZlAvW-bebM,0,playing clarinet,train
MZmU7IUV4EU,30,playing snare drum,train
MZn6xb_LW3g,115,playing erhu,train
MZn6xb_LW3g,145,playing erhu,train
MZnQEkqzLWA,30,playing piano,train
MZnlM3KxRhE,0,"cattle, bovinae cowbell",train
MZnlM3KxRhE,10,"cattle, bovinae cowbell",train
MZnzSYSGINg,100,machine gun shooting,train
MZofS7ieIXM,80,driving motorcycle,train
MZxW_HiBHSs,113,playing erhu,train
M_-d5dsqkCE,212,skiing,train
M_0KYUcqS8g,9,chicken clucking,test
M_0LccMV4IY,60,playing electric guitar,train
M_2IG8mTFCw,30,"playing marimba, xylophone",train
M_3Mk2nMydQ,30,vacuum cleaner cleaning floors,test
M_3TzNn2hJI,30,playing double bass,train
M_JBp6bDjnw,340,playing acoustic guitar,train
M_JueTKzgNI,51,playing timbales,train
M_LUPW43hdw,9,basketball bounce,train
M_PK8Gur6KA,110,basketball bounce,train
M_PsfCo4osU,260,stream burbling,train
M_SyHepXA5M,0,playing saxophone,train
M_bkeINrubE,217,skiing,train
M_coh6fUFLo,18,goat bleating,train
M_iQqa9k7tg,7,playing ukulele,train
M_iQqa9k7tg,57,playing ukulele,train
M_jrcLT-858,50,playing saxophone,train
M_pnLurEVHQ,420,orchestra,train
M_xtgueI8t4,40,beat boxing,train
M_zDPwRicBY,30,horse clip-clop,train
Ma-ujbiudG0,114,playing tympani,train
Ma-ujbiudG0,125,playing tympani,train
Ma08wclPYY0,1,ferret dooking,train
Ma1nqvIbqEs,410,playing saxophone,train
Ma2sPeL7r_4,0,playing harpsichord,train
Ma2xAGq66bo,160,playing harpsichord,train
Ma2xAGq66bo,176,playing harpsichord,train
Ma3uMqWfE_8,0,playing accordion,train
Ma5tvureJG0,1,people booing,train
Ma7kQzhfG4U,56,"playing steel guitar, slide guitar",train
Ma81SS6oerU,269,playing timpani,train
Ma81SS6oerU,375,playing timpani,train
Ma8DcbnvH2o,202,playing double bass,train
Ma8DcbnvH2o,217,playing double bass,train
MaCaQunq6qA,40,"child speech, kid speaking",train
MaD5ItlzaDs,12,francolin calling,train
MaEhHv3woHo,191,cheetah chirrup,train
MaHJBAbciXk,5,singing bowl,train
MaI_GjC4uMc,30,driving motorcycle,train
MaQCZTNBDAI,156,playing table tennis,train
MaaSiZf3MdM,428,typing on typewriter,train
MaaSiZf3MdM,457,typing on typewriter,train
MabI65ckgMg,247,people slurping,train
MabWpP62b1E,168,fox barking,test
MadBHJqNUWQ,74,ripping paper,train
MajT8ymRcec,0,driving motorcycle,train
Mb-GyQEKoEc,30,driving motorcycle,test
Mb1f-3EXT28,272,playing djembe,train
Mb1f-3EXT28,304,playing djembe,train
MbARNkuZpDc,30,"engine accelerating, revving, vroom",test
MbGzsZlDsUc,30,"playing marimba, xylophone",train
MbJIQGrS3Mc,30,playing cymbal,train
MbLhwjHr4KE,30,"playing violin, fiddle",train
